movie,year,imdb,metascore,vote
 The Walking Dead,2010.0,7.9,,5667.0
Superman: Man of Tomorrow,2020.0,6.4,,5662.0
 Dracula,2020.0,8.1,,5617.0
Burrow,2020.0,7.4,,5617.0
Dick Johnson Is Dead,2020.0,7.5,89.0,5617.0
 La casa de papel,2017.0,7.1,,5608.0
Ofrenda a la tormenta,2020.0,6.2,,5607.0
Mentalhood,2020.0,7.0,,5604.0
Light from the Tower,2020.0,2.5,,5582.0
Taqdeer,2020.0,8.9,,5577.0
Parallel Minds,2020.0,4.4,,5576.0
Cold Courage,2020.0,7.8,,5566.0
Love Is Blind,2020.0,6.1,,5563.0
Deep Blue Sea 3,2020.0,4.7,,5549.0
Secrets of the Saqqara Tomb,2020.0,7.2,,5544.0
She Dies Tomorrow,2020.0,5.1,80.0,5544.0
James May: Our Man in Japan,2020.0,8.3,,5481.0
Aunty Donna's Big Ol' House of Fun,2020.0,8.0,,5480.0
 La casa de papel,2017.0,7.0,,5471.0
The Head,2020.0,6.9,,5458.0
Darbar,2020.0,6.1,,5448.0
The Circle,2020.0,7.3,,5447.0
Books of Blood,2020.0,5.6,42.0,5447.0
Equinox,2020.0,6.1,,5445.0
Zola,2020.0,6.6,76.0,5430.0
C U Soon,2020.0,7.8,,5417.0
Jamtara: Sabka Number Ayega,2020.0,7.3,,5415.0
Altered Carbon: Resleeved,2020.0,6.5,,5402.0
The Good Lord Bird,2020.0,7.6,,5402.0
The Big Ugly,2020.0,5.1,52.0,5398.0
 Supernatural,2005.0,8.1,,5398.0
Cyberpunk 2077,2020.0,8.0,,5393.0
The World to Come,2020.0,6.2,73.0,5390.0
 La casa de papel,2017.0,7.4,,5375.0
Durgamati: The Myth,2020.0,3.8,,5369.0
Fatal Affair,2020.0,4.5,34.0,5361.0
Class of 83,2020.0,5.8,,5361.0
Taish,2020.0,7.5,,5359.0
The Liberator,2020.0,7.6,,5353.0
Freaks: You're One of Us,2020.0,5.4,,5344.0
Nishabdham,2020.0,5.7,,5343.0
Ghost of Tsushima,2020.0,9.3,,5316.0
The F**k-It List,2020.0,5.1,,5282.0
Time,2020.0,6.8,91.0,5282.0
The Owl House,2020.0,8.1,,5250.0
Amazing Stories,2020.0,6.3,,5245.0
Staged,2020.0,8.6,,5226.0
Wild Mountain Thyme,2020.0,5.7,42.0,5214.0
Wszyscy moi przyjaciele nie zyja,2020.0,5.8,,5191.0
 The Outsider,2020.0,8.9,,5189.0
 Doctor Who,2005.0,6.4,,5186.0
Sylvie's Love,2020.0,6.8,74.0,5179.0
Shingeki no Kyojin: Chronicle,2020.0,8.6,,5179.0
Belgravia,2020.0,7.5,,5177.0
5th Borough,2020.0,7.8,,5163.0
Death of Me,2020.0,4.4,31.0,5158.0
 Doctor Who,2005.0,4.0,,5140.0
Patients of a Saint,2020.0,4.2,,5134.0
Tribal Get Out Alive,2020.0,4.3,,5134.0
Choked: Paisa Bolta Hai,2020.0,5.8,,5133.0
All Creatures Great and Small,2020.0,8.4,,5115.0
Cosmos: Possible Worlds,2020.0,9.2,,5113.0
Bhoot: Part One - The Haunted Ship,2020.0,5.4,,5095.0
 BoJack Horseman,2014.0,9.6,,5079.0
Hoops,2020.0,6.1,,5076.0
 The Walking Dead,2010.0,8.4,,5070.0
Code M,2020.0,7.3,,5062.0
Virgin Bhanupriya,2020.0,2.8,,5050.0
Summerland,2020.0,7.0,56.0,5024.0
 Small Axe,2020.0,8.1,90.0,5024.0
Biz Böyleyiz,2020.0,5.6,,5018.0
Black Water: Abyss,2020.0,4.5,46.0,5017.0
 Dracula,2020.0,5.2,,5012.0
La Révolution,2020.0,6.5,,5012.0
Trying,2020.0,7.7,,4991.0
Night in Paradise,2020.0,6.7,59.0,4971.0
Class Action Park,2020.0,7.0,69.0,4954.0
For Life,2020.0,7.6,,4946.0
Uncorked,2020.0,6.3,62.0,4933.0
The Investigation,2020.0,7.6,,4933.0
Lincoln Rhyme: Hunt for the Bone Collector,2020.0,6.9,,4923.0
All or Nothing: Tottenham Hotspur,2020.0,8.1,,4923.0
The Doorman,2020.0,4.5,41.0,4921.0
Grand Army,2020.0,7.6,,4920.0
Money Plane,2020.0,3.2,,4914.0
 The Walking Dead,2010.0,8.1,,4904.0
Pesti balhé,2020.0,4.2,,4884.0
The Woods,2020.0,6.5,,4878.0
Ghost Stories,2020.0,4.3,,4869.0
Undine,2020.0,6.5,75.0,4846.0
 Dracula,2020.0,7.6,,4845.0
Dating Amber,2020.0,7.0,59.0,4838.0
Monsters of Man,2020.0,5.4,,4819.0
La nuée,2020.0,5.3,,4818.0
 The Walking Dead,2010.0,7.5,,4813.0
A Suitable Boy,2020.0,5.7,,4809.0
Dia,2020.0,8.2,,4788.0
 Sex Education,2019.0,7.8,,4785.0
Undekhi,2020.0,8.2,,4785.0
Choke,2020.0,4.1,,4785.0
Max Cloud,2020.0,4.7,,4780.0
How to with John Wilson,2020.0,8.6,,4772.0
Spell,2020.0,5.5,38.0,4763.0
Deputy,2020.0,6.3,,4758.0
The Forgotten Army - Azaadi ke liye,2020.0,8.1,,4758.0
1 Interrogation,2020.0,4.0,,4753.0
Never Kiss Your Best Friend,2020.0,7.9,,4753.0
The Duchess,2020.0,6.8,,4750.0
Black Widows,2020.0,7.4,,4739.0
 Lucifer,2016.0,9.4,,4729.0
Disclosure: Trans Lives on Screen,2020.0,8.3,79.0,4727.0
The Watch,2020.0,5.3,,4702.0
Jerry Seinfeld: 23 Hours to Kill,2020.0,6.7,,4702.0
Stargirl,2020.0,6.2,61.0,4699.0
Colour Photo,2020.0,8.4,,4698.0
The Last Blockbuster,2020.0,6.7,59.0,4696.0
The Photograph,2020.0,6.0,62.0,4692.0
The Secrets We Keep,2020.0,5.8,48.0,4683.0
Nuevo orden,2020.0,6.4,62.0,4680.0
 Star Trek: Picard,2020.0,7.4,,4674.0
 Raised by Wolves,2020.0,8.4,,4654.0
Ghoomketu,2020.0,5.5,,4646.0
The God of High School,2020.0,7.4,,4609.0
Persian Lessons,2020.0,7.4,,4598.0
Sanyangeui sigan,2020.0,6.3,,4597.0
 The Haunting of Bly Manor,2020.0,8.7,,4590.0
Sincerely Louis CK,2020.0,8.4,,4585.0
Naxalbari,2020.0,7.9,,4577.0
 Doctor Who,2005.0,6.3,,4576.0
 Vikings,2013.0,9.0,,4565.0
Yarina Tek Bilet,2020.0,5.6,,4562.0
Ke zai ni xindi de mingzi,2020.0,7.3,,4554.0
Patria,2020.0,8.2,,4548.0
 Homeland,2011.0,9.5,,4547.0
 Lovecraft Country,2020.0,8.4,,4544.0
Blithe Spirit,2020.0,5.4,26.0,4527.0
Secret Society of Second-Born Royals,2020.0,4.9,34.0,4521.0
 The Walking Dead,2010.0,8.0,,4513.0
 The Good Place,2016.0,9.6,,4511.0
FBI: Most Wanted,2020.0,6.7,,4503.0
 The Walking Dead,2010.0,7.6,,4501.0
Adú,2020.0,6.7,,4501.0
Dark Desire,2020.0,6.5,,4493.0
Ultras,2020.0,6.0,,4488.0
Midnight at the Magnolia,2020.0,5.8,,4483.0
 Doctor Who,2005.0,7.3,,4473.0
Betonrausch,2020.0,5.8,40.0,4472.0
 Sex Education,2019.0,9.0,,4468.0
The Forty-Year-Old Version,2020.0,7.2,80.0,4468.0
Vanguard,2020.0,4.7,34.0,4466.0
Unbreakable Kimmy Schmidt: Kimmy vs the Reverend,2020.0,7.0,,4465.0
Next,2020.0,6.7,,4448.0
 Doctor Who,2005.0,5.0,,4437.0
 Lucifer,2016.0,6.6,,4435.0
Roadkill,2020.0,6.8,,4411.0
 The Outsider,2020.0,8.7,,4409.0
The Flower of Evil,2020.0,8.8,,4401.0
Breeders,2020.0,7.4,,4398.0
 Euphoria,2019.0,9.0,,4382.0
 Small Axe,2020.0,7.6,95.0,4376.0
Miss Scarlet and the Duke,2020.0,7.6,,4360.0
The Pale Horse,2020.0,6.1,,4360.0
Middleditch & Schwartz,2020.0,8.6,,4357.0
Boys State,2020.0,7.6,84.0,4350.0
Cheer,2020.0,8.1,,4330.0
The Comeback Trail,2020.0,5.6,,4329.0
 The 100,2014.0,4.7,,4328.0
Chintu Ka Birthday,2020.0,7.8,,4306.0
Pareeksha,2020.0,8.1,,4300.0
Assassin 33 A.D.,2020.0,2.9,,4288.0
#BlackAF,2020.0,6.8,,4283.0
The Last Regret,2020.0,5.7,,4274.0
Ginny Weds Sunny,2020.0,5.7,,4268.0
 The Haunting of Bly Manor,2020.0,8.5,,4259.0
Vtorzhenie,2020.0,5.6,,4243.0
Tower of God,2020.0,7.8,,4237.0
Psych 2: Lassie Come Home,2020.0,7.4,,4219.0
Mookuthi Amman,2020.0,6.6,,4195.0
Churails,2020.0,8.4,,4191.0
Forensic,2020.0,6.8,,4191.0
The Salisbury Poisonings,2020.0,7.2,,4182.0
Our Scripted Life,2020.0,5.7,,4174.0
Meka Suri,2020.0,7.7,,4168.0
Body Cam,2020.0,5.3,37.0,4163.0
Fat Fiction,2020.0,8.0,,4158.0
Dispatches from Elsewhere,2020.0,6.8,,4152.0
Bloody Hell,2020.0,6.6,52.0,4149.0
Yin-Yang Master I,2020.0,6.5,,4147.0
Asalu Em Jarigindhante,2020.0,4.7,,4142.0
French Exit,2020.0,6.0,56.0,4133.0
 Star Trek: Discovery,2017.0,7.2,,4126.0
 Star Trek: Picard,2020.0,7.4,,4118.0
The Lost Husband,2020.0,6.1,49.0,4118.0
Guilty,2020.0,5.4,,4118.0
 South Park,1997.0,8.4,,4116.0
Power Book II: Ghost,2020.0,6.9,,4097.0
 Doctor Who,2005.0,6.3,,4091.0
Kipo and the Age of Wonderbeasts,2020.0,8.4,,4089.0
Alguien tiene que morir,2020.0,6.3,,4085.0
Tar,2020.0,5.4,,4079.0
The Vow,2020.0,7.0,,4073.0
Shorta,2020.0,6.5,64.0,4051.0
Atkan Chatkan,2020.0,8.1,,4048.0
Selena: The Series,2020.0,6.9,,4047.0
Ares,2020.0,5.6,,4043.0
Falling,2020.0,6.4,63.0,4030.0
 Vikings,2013.0,8.4,,4027.0
Ba bai,2020.0,6.8,64.0,4024.0
Ju-on: Origins,2020.0,6.1,,4022.0
 The Umbrella Academy,2019.0,9.1,,4011.0
Mum Bhai,2020.0,7.0,,4001.0
How Far is Home,2020.0,6.6,,3997.0
Come Away,2020.0,5.8,40.0,3988.0
 The Haunting of Bly Manor,2020.0,7.8,,3982.0
 The Haunting of Bly Manor,2020.0,8.3,,3982.0
Target Number One,2020.0,6.1,62.0,3980.0
London Confidental,2020.0,6.4,,3973.0
Shaurya Aur Anokhi Ki Kahaani,2020.0,9.1,,3967.0
La belva,2020.0,5.2,,3950.0
Feels Good Man,2020.0,7.6,79.0,3947.0
A Secret Love,2020.0,7.9,77.0,3941.0
 Star Trek: Picard,2020.0,6.9,,3931.0
Eltilerin Savasi,2020.0,5.7,,3914.0
Hit,2020.0,7.7,,3904.0
Paydirt,2020.0,4.0,,3904.0
Chronicle of a Serial Killer,2020.0,7.7,,3896.0
Magic Camp,2020.0,6.4,,3896.0
Valeria,2020.0,6.3,,3881.0
 Vikings,2013.0,7.8,,3878.0
Açela,2020.0,5.5,,3871.0
The Chargesheet: Innocent or Guilty?,2020.0,7.0,,3871.0
 The Last Dance,2020.0,9.1,,3868.0
 Fargo,2014.0,7.2,,3859.0
Juzni vetar,2020.0,8.3,,3839.0
Army of One,2020.0,4.7,,3836.0
Il legame,2020.0,4.7,,3830.0
Medical Police,2020.0,6.0,,3827.0
Comment je suis devenu super-héros,2020.0,5.8,,3814.0
Sh'at Neila,2020.0,7.7,,3807.0
 Star Trek: Picard,2020.0,7.2,,3805.0
The Bee Gees: How Can You Mend a Broken Heart,2020.0,8.2,78.0,3796.0
The Baker and the Beauty,2020.0,7.4,,3778.0
Night on Earth,2020.0,8.2,,3775.0
The Family Tree,2020.0,5.8,,3765.0
State of Siege: 26/11,2020.0,8.1,,3757.0
Akelarre,2020.0,6.3,,3753.0
Meander,2020.0,5.8,63.0,3742.0
Gyeongiroun Somun,2020.0,8.1,,3736.0
The Education of Fredrick Fitzell,2020.0,5.4,49.0,3726.0
Tudo Bem No Natal Que Vem,2020.0,6.7,,3724.0
Extracurricular,2020.0,7.7,,3716.0
 Mirzapur,2018.0,7.3,,3713.0
 Lucifer,2016.0,8.2,,3713.0
Lost Girls and Love Hotels,2020.0,4.6,57.0,3709.0
Nadie Sabe Que Estoy Aquí,2020.0,6.5,64.0,3703.0
Rifkin's Festival,2020.0,6.2,43.0,3701.0
All Together Now,2020.0,6.5,64.0,3699.0
The Debt Collector 2,2020.0,5.8,,3699.0
 The Outsider,2020.0,8.1,,3695.0
Curon,2020.0,5.8,,3685.0
 Doctor Who,2005.0,5.0,,3673.0
Zheng tu,2020.0,6.1,,3665.0
Phineas and Ferb the Movie: Candace Against the Universe,2020.0,7.2,77.0,3664.0
Tajkun,2020.0,7.9,,3650.0
 Star Trek: Picard,2020.0,8.3,,3641.0
Psycho,2020.0,6.2,,3641.0
Yeoshingangrim,2020.0,8.1,,3631.0
History 101,2020.0,6.8,,3631.0
 Vikings,2013.0,7.6,,3617.0
12 Hour Shift,2020.0,5.4,63.0,3616.0
Los favoritos de Midas,2020.0,6.6,,3615.0
 The Haunting of Bly Manor,2020.0,7.5,,3612.0
 Raised by Wolves,2020.0,6.2,,3604.0
 The Umbrella Academy,2019.0,8.4,,3603.0
A Nice Girl Like You,2020.0,5.1,41.0,3601.0
 Sex Education,2019.0,8.2,,3598.0
Great Pretender,2020.0,8.0,,3592.0
Small Axe,2020.0,7.9,,3585.0
The Trip to Greece,2020.0,6.6,69.0,3574.0
Behind the Line: Escape to Dunkirk,2020.0,4.7,,3570.0
De Oost,2020.0,7.0,55.0,3568.0
Crímenes de familia,2020.0,6.6,,3567.0
 Raised by Wolves,2020.0,8.2,,3566.0
 Ozark,2017.0,8.8,,3565.0
The Plot Against the President,2020.0,5.7,,3561.0
Long Way Up,2020.0,8.3,,3558.0
A Simple Murder,2020.0,6.8,,3552.0
Who's Your Daddy,2020.0,7.2,,3547.0
 Ozark,2017.0,8.2,,3545.0
Acrylic,2020.0,4.0,,3544.0
A Babysitter's Guide to Monster Hunting,2020.0,5.4,31.0,3536.0
The Mole: Undercover in North Korea,2020.0,8.4,,3533.0
Centigrade,2020.0,4.4,46.0,3532.0
The Man Who Sold His Skin,2020.0,7.0,67.0,3529.0
 The Last Dance,2020.0,9.1,,3528.0
In & Of Itself,2020.0,8.3,82.0,3526.0
Avrodh: The Siege Within,2020.0,7.7,,3525.0
100 Humans,2020.0,5.7,,3515.0
Tremors: Shrieker Island,2020.0,5.5,,3514.0
 Vikings,2013.0,8.3,,3514.0
American Utopia,2020.0,8.2,93.0,3514.0
 Star Trek: Discovery,2017.0,6.3,,3507.0
Intersect,2020.0,3.8,,3494.0
Breaking Surface,2020.0,6.1,,3494.0
The Thing About Harry,2020.0,6.9,,3490.0
Malasaña 32,2020.0,5.5,,3490.0
 Star Wars: The Clone Wars,2008.0,8.3,,3489.0
Comedy Couple,2020.0,7.6,,3487.0
Serebryanye konki,2020.0,7.1,,3482.0
 Lucifer,2016.0,8.6,,3466.0
Miss Fisher and the Crypt of Tears,2020.0,6.1,,3454.0
 The Expanse,2015.0,9.5,,3452.0
Vis a Vis: El Oasis,2020.0,6.7,,3451.0
Andhaghaaram,2020.0,7.8,,3436.0
 The Haunting of Bly Manor,2020.0,7.5,,3435.0
Dérapages,2020.0,7.2,,3430.0
 The Haunting of Bly Manor,2020.0,8.0,,3429.0
Mismatched,2020.0,5.5,,3426.0
 Mirzapur,2018.0,7.2,,3424.0
The Call,2020.0,4.2,,3423.0
Devils,2020.0,7.1,,3420.0
Se upp för Jönssonligan,2020.0,3.9,,3407.0
Bayi Toplantisi,2020.0,4.6,,3403.0
 The 100,2014.0,6.9,,3402.0
Bebaakee,2020.0,8.1,,3400.0
 Sex Education,2019.0,8.5,,3398.0
18 regali,2020.0,6.7,,3387.0
Pete Davidson: Alive from New York,2020.0,6.1,,3384.0
Chick Fight,2020.0,4.6,39.0,3381.0
All Day and a Night,2020.0,5.8,60.0,3375.0
Middle Class Melodies,2020.0,7.8,,3363.0
Rent-a-Pal,2020.0,6.2,61.0,3363.0
Tigertail,2020.0,6.5,65.0,3361.0
 Lucifer,2016.0,9.1,,3361.0
 Lucifer,2016.0,8.6,,3360.0
 Doctor Who,2005.0,6.9,,3356.0
Hannah Gadsby: Douglas,2020.0,7.9,,3340.0
 Star Trek: Picard,2020.0,7.6,,3339.0
 Lovecraft Country,2020.0,7.2,,3337.0
 The Crown,2016.0,8.5,,3337.0
Righteous Villains,2020.0,4.9,,3336.0
 Lucifer,2016.0,8.9,,3329.0
 Ozark,2017.0,8.5,,3323.0
Class of 2020,2020.0,7.0,,3317.0
 Star Trek: Picard,2020.0,7.8,,3316.0
 Lucifer,2016.0,8.9,,3315.0
 The Outsider,2020.0,8.1,,3308.0
Scare Me,2020.0,5.7,66.0,3308.0
Oh My Kadavule,2020.0,8.1,,3299.0
 The 100,2014.0,9.2,,3292.0
 Raised by Wolves,2020.0,8.2,,3282.0
Safety,2020.0,6.8,55.0,3280.0
Shithouse,2020.0,6.8,74.0,3272.0
Jipuragirado jabgo sipeun jibseungdeul,2020.0,7.1,,3267.0
The Right Stuff,2020.0,6.8,,3266.0
Suraj Pe Mangal Bhari,2020.0,5.9,,3266.0
 Sex Education,2019.0,8.1,,3265.0
Bahut Hua Sammaan,2020.0,7.3,,3261.0
 Doctor Who,2005.0,5.5,,3260.0
 The Crown,2016.0,8.7,,3255.0
 Sex Education,2019.0,8.3,,3246.0
 Ted Lasso,2020.0,7.9,,3246.0
Made You Look: A True Story About Fake Art,2020.0,7.0,,3241.0
El baile de los 41,2020.0,6.8,,3238.0
American Wisper,2020.0,5.2,,3235.0
 Ozark,2017.0,8.6,,3225.0
Two Weeks to Live,2020.0,6.7,,3224.0
 Ted Lasso,2020.0,9.2,,3222.0
 Ozark,2017.0,8.5,,3219.0
It Happened In Calcutta,2020.0,6.9,,3218.0
 The Crown,2016.0,8.8,,3213.0
 The Last Dance,2020.0,9.1,,3213.0
 The Umbrella Academy,2019.0,8.9,,3206.0
"Kanojo, Okarishimasu",2020.0,7.4,,3205.0
Bloodride,2020.0,6.4,,3204.0
 Star Wars: The Clone Wars,2008.0,6.4,,3190.0
Evil Eye,2020.0,4.8,54.0,3189.0
Next in Fashion,2020.0,7.3,,3189.0
 The Umbrella Academy,2019.0,8.1,,3185.0
 The Undoing,2020.0,7.9,,3184.0
Transformers: War for Cybertron,2020.0,7.3,,3183.0
 The Umbrella Academy,2019.0,8.4,,3182.0
She,2020.0,6.5,,3181.0
 The Haunting of Bly Manor,2020.0,8.0,,3174.0
Don't Tell a Soul,2020.0,5.9,45.0,3171.0
 The Crown,2016.0,8.7,,3170.0
Daman akeseo guhasoseo,2020.0,6.8,,3161.0
Seulgiroun Euisasaenghal,2020.0,8.8,,3160.0
Valley Girl,2020.0,5.5,53.0,3157.0
 Sex Education,2019.0,7.8,,3155.0
 Doctor Who,2005.0,6.4,,3148.0
 The Haunting of Bly Manor,2020.0,7.6,,3144.0
De beentjes van Sint-Hildegard,2020.0,7.6,,3141.0
 Sex Education,2019.0,8.2,,3137.0
 Star Wars: The Clone Wars,2008.0,5.9,,3133.0
 Ozark,2017.0,8.7,,3130.0
 The Crown,2016.0,8.9,,3129.0
 Altered Carbon,2018.0,6.3,,3129.0
Most Dangerous Game,2020.0,7.3,,3121.0
 Star Wars: The Clone Wars,2008.0,8.5,,3119.0
Dorogie tovarishchi,2020.0,7.3,82.0,3119.0
 Ted Lasso,2020.0,9.0,,3118.0
The Binge,2020.0,5.2,35.0,3111.0
 Star Wars: The Clone Wars,2008.0,6.1,,3105.0
Amulet,2020.0,4.8,64.0,3099.0
Antidisturbios,2020.0,8.2,,3098.0
 The Last Dance,2020.0,9.2,,3097.0
The Goop Lab,2020.0,2.5,,3095.0
Alien Worlds,2020.0,6.5,,3085.0
Red,2020.0,5.9,,3082.0
 The Outsider,2020.0,7.6,,3081.0
 The Outsider,2020.0,7.3,,3079.0
 Star Wars: The Clone Wars,2008.0,8.2,,3078.0
 Star Trek: Discovery,2017.0,7.1,,3078.0
Intelligence,2020.0,6.2,,3071.0
 The Umbrella Academy,2019.0,8.6,,3070.0
The Nest,2020.0,7.1,,3068.0
Zenek,2020.0,2.3,,3066.0
Oka Chinna Viramam,2020.0,6.4,,3056.0
The Pale Door,2020.0,4.3,39.0,3053.0
The Night House,2020.0,7.0,68.0,3050.0
 Ozark,2017.0,8.4,,3044.0
 The Umbrella Academy,2019.0,8.2,,3044.0
 Arrow,2012.0,9.4,,3040.0
Tolo Tolo,2020.0,5.8,,3038.0
 Star Trek: Picard,2020.0,7.8,,3035.0
 The Umbrella Academy,2019.0,8.6,,3035.0
 Raised by Wolves,2020.0,8.4,,3035.0
 The Umbrella Academy,2019.0,8.3,,3031.0
 How to Get Away with Murder,2014.0,9.6,,3031.0
 Ted Lasso,2020.0,9.2,,3028.0
Stolen Season,2020.0,6.2,,3027.0
Murder on Middle Beach,2020.0,7.5,,3024.0
 Ozark,2017.0,8.3,,3021.0
Mucho Mucho Amor: The Legend of Walter Mercado,2020.0,7.3,76.0,3014.0
 The Outsider,2020.0,8.1,,3013.0
Out,2020.0,7.5,,3009.0
 Ted Lasso,2020.0,8.6,,2998.0
Black Beauty,2020.0,6.4,52.0,2996.0
Uyanis: Büyük Selcuklu,2020.0,8.3,,2995.0
Hasta el cielo,2020.0,5.6,,2995.0
That's Amore,2020.0,6.7,,2993.0
Cheolinwanghoo,2020.0,8.8,,2992.0
 Ted Lasso,2020.0,8.2,,2987.0
 Fargo,2014.0,7.2,,2985.0
La valla,2020.0,6.8,,2980.0
Kevin Hart: Zero F**ks Given,2020.0,6.0,,2979.0
Looks That Kill,2020.0,6.4,,2974.0
The Speed Cubers,2020.0,7.4,,2973.0
 Fear the Walking Dead,2015.0,8.7,,2972.0
 The Umbrella Academy,2019.0,8.4,,2969.0
Almost Paradise,2020.0,7.6,,2968.0
The Academy of Magic,2020.0,3.6,,2967.0
"Bom Dia, Verônica",2020.0,7.6,,2966.0
"Te quiero, imbécil",2020.0,5.8,,2963.0
The Luminaries,2020.0,6.4,,2961.0
Tiki Taka,2020.0,7.5,,2960.0
Wizards,2020.0,8.2,,2951.0
Kolskaya sverhglubokaya,2020.0,4.9,,2949.0
Veneno,2020.0,8.7,,2948.0
 Star Wars: The Clone Wars,2008.0,7.8,,2946.0
 Star Trek: Discovery,2017.0,6.3,,2942.0
Six Windows in the Desert,2020.0,4.2,,2942.0
The Human Voice,2020.0,6.9,88.0,2936.0
Björnstad,2020.0,7.1,,2934.0
I Am Vengeance: Retaliation,2020.0,3.4,,2929.0
Bad Hair,2020.0,5.5,61.0,2927.0
Love Mocktail,2020.0,8.3,,2927.0
Geom-gaek,2020.0,6.9,,2923.0
 Star Wars: The Clone Wars,2008.0,7.1,,2922.0
Baba Parasi,2020.0,4.5,,2919.0
The Serpent,2020.0,5.5,,2918.0
Das schaurige Haus,2020.0,5.4,,2917.0
Kalashnikov,2020.0,6.6,,2915.0
Totally Under Control,2020.0,7.7,80.0,2907.0
The Wolf,2020.0,9.0,,2906.0
Awkwafina Is Nora from Queens,2020.0,7.2,,2899.0
 Mythic Quest: Raven's Banquet,2020.0,9.4,,2894.0
 Star Trek: Discovery,2017.0,7.2,,2891.0
Solitary,2020.0,3.5,,2890.0
Monday,2020.0,6.1,58.0,2888.0
 The Crown,2016.0,8.3,,2886.0
Transplant,2020.0,7.9,,2886.0
Chrome,2020.0,5.1,,2885.0
Afsos,2020.0,7.6,,2885.0
Anelka: Misunderstood,2020.0,6.4,,2875.0
Little Fish,2020.0,6.9,71.0,2870.0
Mastram,2020.0,7.2,,2870.0
The Test: A New Era for Australia's Team,2020.0,8.9,,2870.0
Unabomber: In His Own Words,2020.0,7.2,,2868.0
Moonbase 8,2020.0,5.8,,2866.0
 Raised by Wolves,2020.0,7.8,,2865.0
Kunstneren og tyven,2020.0,7.6,79.0,2863.0
 Agents of S.H.I.E.L.D.,2013.0,9.6,,2861.0
Wendy,2020.0,5.7,55.0,2861.0
 Boku no hîrô akademia,2016.0,9.7,,2861.0
 Ted Lasso,2020.0,8.4,,2859.0
 The Last Dance,2020.0,9.1,,2858.0
"Sex, Explained",2020.0,6.9,,2854.0
Dragon's Dogma,2020.0,6.3,,2848.0
Indian Matchmaking,2020.0,6.2,,2844.0
Greatland,2020.0,5.4,,2842.0
 Boku no hîrô akademia,2016.0,9.7,,2840.0
I Used to Go Here,2020.0,5.6,68.0,2839.0
 The Undoing,2020.0,7.2,,2832.0
Spider-Man: Miles Morales,2020.0,8.6,,2830.0
 Your Honor,2020.0,8.5,,2829.0
The Gone Game,2020.0,7.8,,2819.0
Violation,2020.0,5.4,70.0,2817.0
 The Outsider,2020.0,7.6,,2814.0
 Star Trek: Picard,2020.0,7.3,,2809.0
Simmer,2020.0,7.4,,2807.0
Timecrafters: The Treasure of Pirate's Cove,2020.0,7.7,,2805.0
 The Crown,2016.0,8.3,,2797.0
 The Last Dance,2020.0,9.2,,2797.0
English Dogs,2020.0,5.1,,2794.0
Legacy of Lies,2020.0,5.0,,2793.0
Kappela,2020.0,7.6,,2784.0
P-Valley,2020.0,7.1,,2783.0
 Mirzapur,2018.0,7.2,,2782.0
Bad Boy Billionaires: India,2020.0,8.0,,2782.0
 Small Axe,2020.0,7.6,84.0,2781.0
World Famous Lover,2020.0,5.0,,2779.0
 The Outsider,2020.0,8.1,,2777.0
 Chrome,2020.0,5.7,,2777.0
Keratin,2020.0,1.0,,2776.0
Ponmagal Vandhal,2020.0,6.9,,2776.0
 The Last Dance,2020.0,9.6,,2774.0
 Vikings,2013.0,6.8,,2772.0
Six Minutes to Midnight,2020.0,5.8,48.0,2766.0
How to Fix a Drug Scandal,2020.0,7.0,,2765.0
Central Park,2020.0,6.8,,2764.0
El Cid,2020.0,6.6,,2764.0
Final Fantasy VII Remake,2020.0,9.1,,2758.0
Bheeshma,2020.0,6.6,,2757.0
 The Last Dance,2020.0,9.0,,2751.0
 Star Trek: Discovery,2017.0,5.6,,2746.0
The Stand In,2020.0,4.6,38.0,2744.0
 Ted Lasso,2020.0,8.7,,2740.0
 Space Force,2020.0,6.9,,2739.0
The Glorias,2020.0,5.6,58.0,2736.0
Sinful,2020.0,4.3,,2735.0
 The Undoing,2020.0,8.2,,2732.0
No Man's Land,2020.0,7.7,,2718.0
Trial by Media,2020.0,7.1,,2716.0
I Hate Suzie,2020.0,6.9,,2716.0
 The Last Dance,2020.0,9.3,,2711.0
Hightown,2020.0,6.5,,2711.0
City of Salt,2020.0,5.3,,2710.0
Berlin Alexanderplatz,2020.0,6.8,43.0,2710.0
Welcome Home,2020.0,7.5,,2710.0
La casa de papel: El fenómeno,2020.0,7.5,,2709.0
The Baby-Sitters Club,2020.0,7.4,,2708.0
Nathan's Kingdom,2020.0,5.5,,2707.0
 Star Trek: Discovery,2017.0,7.3,,2707.0
The Fresh Prince of Bel-Air Reunion,2020.0,8.3,,2702.0
Lamp Life,2020.0,6.7,,2701.0
 The Outsider,2020.0,8.3,,2695.0
Und morgen die ganze Welt,2020.0,6.0,77.0,2695.0
 Ted Lasso,2020.0,8.8,,2695.0
 Raised by Wolves,2020.0,8.3,,2695.0
 Lovecraft Country,2020.0,7.7,,2689.0
Taylor Tomlinson: Quarter-Life Crisis,2020.0,7.4,,2689.0
The Eddy,2020.0,7.2,,2686.0
The Windermere Children,2020.0,7.2,,2677.0
 BoJack Horseman,2014.0,9.3,,2676.0
The Phenomenon,2020.0,7.5,,2675.0
 The Crown,2016.0,8.9,,2674.0
The Present,2020.0,7.6,,2673.0
